人生拒绝以直线发展的方向前行，而是围绕熟悉，动情的时刻兜兜转转！我们不断忆起童年，其中的联系和回想，贯穿我们的一生！——迈克尔·翁达杰《遥望》	“迈克尔·翁达杰”是一个人名实体
人生拒绝以直线发展的方向前行，而是围绕熟悉，动情的时刻兜兜转转！我们不断忆起童年，其中的联系和回想，贯穿我们的一生！——迈克尔·翁达杰《遥望》	“一生”不是一个命名实体
杀了我杀了我。。。都躲郊区来了你们还追来。。。。。泪泪泪泪我在鑫江希尔顿逸林酒店	“鑫江”是一个地缘政治实体名实体
杀了我杀了我。。。都躲郊区来了你们还追来。。。。。泪泪泪泪我在鑫江希尔顿逸林酒店	“希”是一个地名实体
杀了我杀了我。。。都躲郊区来了你们还追来。。。。。泪泪泪泪我在鑫江希尔顿逸林酒店	“了”不是一个命名实体
杀了我杀了我。。。都躲郊区来了你们还追来。。。。。泪泪泪泪我在鑫江希尔顿逸林酒店	“了”不是一个命名实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“胡总”是一个人名实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“武汉”是一个组织实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“金玉缘”是一个组织实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“叶莲”是一个人名实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“吴佩”是一个人名实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“高智雅”是一个人名实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“王萍”是一个人名实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“的”不是一个命名实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“支持”不是一个命名实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“为”不是一个命名实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“@”不是一个命名实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“金玉缘”不是一个命名实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“棒”不是一个命名实体
看到这场婚礼秀如此的成功，我觉得之前的一切辛苦都值了！感谢胡总的亲临，感谢武汉金玉缘的支持，最感谢的还是为这场婚礼秀付出的人儿们！@比糖甜一点@金玉缘叶莲@金玉缘吴佩@金玉缘高智雅@黄石金玉缘王萍//@金玉缘婚礼:恭喜恭喜，圆满成功！[鼓掌]我们都是最棒的。	“的”不是一个命名实体
世上最痛苦的事就是有人太了解你了，如果你最近抱怨做了噩梦，他就会把你从N年前的失眠讲起，直接讲到你做梦的根源，据此推断你过去曾愚蠢的行为，然后不断的数落到你眼泪汪汪，同时你还不能反抗和辩驳，因为他说的都是真的。呜呜，世界如此艰难，你又何必拆穿。[bm悲催]。。@花巻	“过去”不是一个命名实体
这个活动不错哦，大家来参加呀/地址：http://t.cn/8sKZnni	“:”不是一个命名实体
手机坏了之后、每次我想拿起手机看点什么或找点什么的时候、就只能再一次告诉自己别看了、你根本什么都看不了。也许这样也能治治我的手机强迫症、没有手机的时候那是小时候。泪泪泪好吧我承认我在自我安慰。	“好”不是一个命名实体
#赢取价值899元空气净化机，格瑞卫康神秘新品有奖征名#祝愿活动越办越好~~!~!地址：http://t.cn/8s9hxXj	“格瑞卫康”是一个组织实体
#赢取价值899元空气净化机，格瑞卫康神秘新品有奖征名#祝愿活动越办越好~~!~!地址：http://t.cn/8s9hxXj	“越”不是一个命名实体
秀幸福啊。。。羡慕//@向前进军:壮壮很幸福啊！//@机缘际会:壮壮被养胖了。	“壮壮”是一个人名实体
秀幸福啊。。。羡慕//@向前进军:壮壮很幸福啊！//@机缘际会:壮壮被养胖了。	“//”不是一个命名实体
【实用心理小技巧】平时多注意：1.少在别人面前抱怨“无聊”，你越说无聊，别人越觉得你无聊。2.气质是关键。如果时尚学不好，宁愿纯朴。3.与别人交谈时，笑容是杀伤性最强的一种秘密武器。4.自我批评总能让人相信，自我表扬则不然。5.自己一定要喜欢自己。	“别人”不是一个命名实体
我叫赵新民哈哈哈啊哈哈哈笑话伤不起吃惊	“赵新民”是一个人名实体
我叫赵新民哈哈哈啊哈哈哈笑话伤不起吃惊	“吃惊”不是一个命名实体
今天满一个月啦，[鼓掌][太开心][心][心][太阳]	“]”不是一个命名实体
我叫赵新民哈哈哈哈笑死了以后我们监考也这样吧超级实用小百科老师您这是要赶尽杀绝吗？嘻嘻全球时尚最前线	“赵新民”是一个人名实体
我叫赵新民哈哈哈哈笑死了以后我们监考也这样吧超级实用小百科老师您这是要赶尽杀绝吗？嘻嘻全球时尚最前线	“时尚”不是一个命名实体
真服了。。高富帅就是不一样。。玩完还要来簋街吃饭。。。什么时候都饿的人陈雨奇葩的世界你俩事真正的富二代。。。我在	“簋街”是一个地名实体
真服了。。高富帅就是不一样。。玩完还要来簋街吃饭。。。什么时候都饿的人陈雨奇葩的世界你俩事真正的富二代。。。我在	“陈雨”是一个人名实体
真服了。。高富帅就是不一样。。玩完还要来簋街吃饭。。。什么时候都饿的人陈雨奇葩的世界你俩事真正的富二代。。。我在	“是”不是一个命名实体
真服了。。高富帅就是不一样。。玩完还要来簋街吃饭。。。什么时候都饿的人陈雨奇葩的世界你俩事真正的富二代。。。我在	“俩”不是一个命名实体
搞笑天地明明人在线，明明想说话，还要学隐身；明明很难过，明明很想哭，还要裂嘴笑；明明很孤单，明明很害怕，还要一个人；明明想见面，明明很期待，还要去拒绝；明明心很乱，明明想人陪，还奥特曼	“奥特曼”是一个人名实体
搞笑天地明明人在线，明明想说话，还要学隐身；明明很难过，明明很想哭，还要裂嘴笑；明明很孤单，明明很害怕，还要一个人；明明想见面，明明很期待，还要去拒绝；明明心很乱，明明想人陪，还奥特曼	“还”不是一个命名实体
每天睡梦里飘的都是数据......太多时候，你只看见身前绚烂的烟火，却不去想身后那枯守十年的禅坐…	“身前”不是一个命名实体
走你年月日，我高贵的双足首次接触这矜持的大地，当时我在微博船票点，炷香之后，小姐和微博位置小位子也来到了同一个地方，哎呀这些死忠粉真是太烦人小位子，跪下，走你	“也”不是一个命名实体
25公斤的女人已经out了！！俄罗斯美女已经瘦到了20公斤，女人伤不起啊！！「新浪上海」	“俄罗斯”是一个地缘政治实体名实体
25公斤的女人已经out了！！俄罗斯美女已经瘦到了20公斤，女人伤不起啊！！「新浪上海」	“新浪”是一个组织实体
